ID,NAME,PositionMain,Position2,Position3,Position4,Position5,side,Position,height,dominanthand,offense,defense,power,stamina,speed,acceleration,reflexes,quickness,dribblingaccuracy,dribblingspeed,passaccuracy,passspeed,3paccuracy,3pspeed,shootccuracy,shootdistance,shoottechnique,freethrow,curve,dunk,jump,technique,mentality,aggressive,alignment,condition,oppositeaccuracy,oppositefrequency,specialabilitiy1,specialabilitiy2,specialabilitiy3,specialabilitiy4,specialabilitiy5,specialabilitiy6,specialabilitiy7,specialabilitiy8,specialabilitiy9,specialabilitiy10,specialabilitiy11,specialabilitiy12,specialabilitiy13,specialabilitiy14,specialabilitiy15,specialabilitiy16,specialabilitiy17,specialabilitiy18,specialabilitiy19,specialabilitiy20,specialabilitiy22
108,ダフ,WG,ST,SMF,,,両,C,175,左,80,70,73,83,75,79,81,86,83,81,78,81,77,80,82,74,78,76,84,67,70,80,80,77,83,5,6,6,,〇,☆,〇,,☆,〇,〇,,〇,,,,〇,〇,,☆,,,,
109,マスカーラ,ST,CF,WG,OMF,,左,B,175,右,83,69,72,78,75,75,79,83,81,79,83,84,82,79,83,73,84,84,83,67,68,84,78,74,78,6,6,5,,〇,,,,〇,〇,〇,,,,,,〇,〇,〇,,,,,
110,アシュリー・コール,SB,WB,,,,両,B,176,右,77,77,73,80,89,88,81,87,73,88,74,79,77,81,72,75,72,76,77,73,88,75,72,77,77,7,3,3,〇,,☆,〇,,☆,,,,〇,,〇,,,,,,,,〇,
111,サネッティ,SB,SMF,CMF,WB,CB,両,B,178,右,75,76,84,83,79,78,81,76,78,88,75,82,74,86,72,79,69,73,78,72,70,75,90,72,91,8,6,5,〇,,,,,,,,,,,,,,,,,,〇,〇,
112,セセニョン,SMF,OMF,CMF,,,左,B,172,左,81,70,83,79,83,88,69,85,79,85,76,83,78,80,74,83,73,84,79,67,83,74,75,76,74,6,6,6,〇,,,,,,,,,,〇,,,,,,,,,,〇
113,セイドゥ・ケイタ,CMF,OMF,SMF,DMF,,左,B,183,左,76,75,78,91,75,71,85,75,75,75,80,79,81,79,73,86,73,80,81,85,89,76,73,71,80,7,6,6,,,,,〇,,,,,,,,,,,,,,,,〇
114,アドリアーノ,CF,,,,,,B,189,左,86,65,89,70,78,73,74,72,77,77,72,79,71,90,81,97,81,86,84,76,84,80,65,82,65,2,3,3,,,,,,,〇,,〇,,〇,,〇,,,,,,,,
115,ピエナール,SMF,ST,WG,OMF,CMF,両,C,170,右,78,72,73,87,76,82,78,85,83,80,83,84,78,80,75,73,75,74,78,70,88,81,70,73,84,4,6,6,,〇,,,,〇,,,,,,,,,〇,〇,,,,,
116,シャマク,CF,ST,,,,,B,185,右,82,65,77,75,83,79,82,78,77,77,78,77,72,75,79,79,83,76,77,87,86,80,71,79,77,5,5,5,,,,〇,,,,,〇,〇,,,〇,,〇,,,,,,
117,スクッリ,ST,CF,WG,SMF,,両,A,178,右,82,70,72,85,81,85,85,84,73,76,74,79,73,71,82,73,80,73,75,80,81,74,78,83,86,7,6,5,,,☆,〇,,,〇,〇,,☆,,,,〇,,,☆,,,,
118,カイト,ST,CF,WG,SMF,,利,B,183,右,85,69,79,85,75,77,87,73,72,76,74,78,73,78,82,77,84,76,74,79,75,76,85,73,90,8,5,4,,,☆,,,☆,〇,〇,〇,,,,,〇,,,☆,,,,
119,サハ,CF,ST,WG,SMF,,左,B,183,左,83,69,77,70,83,85,86,78,77,85,74,80,71,80,80,82,85,76,72,75,85,78,70,82,70,3,6,7,〇,,,,,,〇,,〇,,〇,,,,〇,,,,,,
120,サンティ・カソルラ,SMF,,,,,両,C,168,左,83,70,70,86,82,87,75,87,84,84,77,73,82,82,79,80,75,79,76,66,69,80,72,82,72,5,7,6,☆,〇,,,,,,☆,,,〇,〇,,,,,,,,,
121,ペリシエ,ST,CF,WG,,,両,C,175,右,84,65,69,80,88,85,86,83,77,83,71,78,73,71,85,72,81,72,73,77,81,74,82,91,74,6,5,5,〇,,,☆,,,〇,〇,,☆,,,,〇,,,,,,,
122,ジェダ,ST,CF,WG,OMF,SMF,両,A,176,右,82,68,72,80,79,84,81,80,78,81,76,76,74,72,82,76,82,75,76,85,79,79,78,80,82,6,7,7,,,,〇,,,〇,〇,,〇,,,,〇,〇,,,,,,
123,キエッリーニ,CB,SMF,WB,SB,,両,C,186,右,70,90,86,84,79,75,91,76,67,79,70,87,74,83,70,84,72,72,73,82,86,70,89,69,78,7,4,4,,,,,,,,,,,,,,,,,〇,〇,〇,〇,
124,シェフチェンコ,ST,CF,WG,SMF,,右,A,181,右,85,69,77,82,72,75,75,74,75,76,76,81,74,82,84,80,84,75,76,83,74,76,85,80,82,4,6,5,,,〇,〇,,,〇,〇,〇,〇,〇,,,〇,,,,,,,
125,マクーン,CMF,DMF,,,,,A,173,右,76,80,78,92,75,77,84,79,74,75,79,81,73,79,73,81,75,74,75,87,92,73,77,73,78,7,4,4,,,,☆,,〇,,,,,,,〇,,,,,〇,☆,〇,
126,ケーヒル,OMF,CF,ST,CMF,,,A,178,右,83,72,77,85,71,78,90,80,73,74,75,73,72,68,80,74,84,72,73,90,92,79,77,77,85,7,5,5,,,☆,〇,,,,☆,,〇,,,,〇,〇,,,,,,
127,フォッジャ,SMF,ST,WG,OMF,,両,B,172,左,81,69,69,73,81,89,73,96,87,88,76,76,89,74,77,74,75,80,84,68,69,85,74,82,71,4,5,5,☆,〇,,,,,,,,,,,,,〇,☆,,,,,
128,サリハミジッチ,SMF,OMF,CMF,WB,SB,両,B,176,右,76,72,72,78,76,81,78,81,79,81,76,77,82,78,77,73,77,82,85,77,77,80,82,73,84,6,7,6,,,,,,,,,,,,,,〇,〇,,,,,,
129,イラルレイ,ST,CF,OMF,,,,B,171,右,84,68,69,78,78,83,75,86,85,81,82,74,74,71,83,79,83,82,76,68,75,86,78,79,76,5,6,5,,〇,,〇,,,〇,〇,,〇,〇,,〇,〇,,〇,,,,,
130,クアッリャレッラ,ST,CF,SMF,,,両,B,180,右,85,69,73,78,78,84,84,81,74,79,73,78,73,73,85,81,91,70,72,76,75,78,79,80,80,7,6,5,,,,〇,,,〇,〇,,〇,〇,,,〇,〇,,,,,,
131,ミルナー,SMF,WG,CMF,SB,,利,B,176,右,80,72,75,80,79,84,74,83,81,79,78,73,83,81,77,81,75,77,79,71,74,80,81,79,76,7,7,7,☆,〇,,〇,,,,☆,,〇,〇,☆,,〇,,,,,,,
132,グティ,OMF,SMF,CMF,,,左,B,185,左,84,69,74,73,69,69,75,71,81,71,92,89,88,82,82,83,81,78,76,73,71,88,76,74,86,5,4,3,,〇,,,〇,〇,,〇,,,〇,,,〇,〇,〇,,,,,
133,ディオマンシィ・カマラ,ST,WG,SMF,,,両,B,181,右,81,70,75,82,85,86,73,81,82,87,78,83,73,74,77,75,79,74,74,73,80,80,74,74,77,5,5,5,〇,,,,,,,,,,,,,,,,,,,,〇
134,パク・チュヨン,CF,ST,OMF,SMF,,両,B,182,右,83,65,76,75,75,82,86,76,74,77,79,75,73,73,78,75,81,84,81,84,84,77,72,82,82,5,5,5,,,,〇,,,,,〇,〇,,,,,,,,,,,〇
135,ヴチニッチ,ST,CF,SMF,,,利,B,186,右,85,68,75,78,83,73,82,74,79,80,78,75,73,74,83,84,85,77,76,75,75,84,74,79,78,6,6,5,,,,〇,,,〇,〇,,〇,〇,,,,〇,,,,,,
136,フェリペ・メロ,CMF,DMF,,,,,B,183,右,76,78,86,80,73,69,84,70,80,74,83,88,81,86,76,87,77,75,72,77,87,82,71,70,69,5,4,3,,〇,,,〇,〇,,,,,〇,,〇,,〇,〇,,,,,
137,ロジーナ,OMF,ST,WG,SMF,,左,B,168,左,80,65,68,79,85,86,75,87,85,87,82,79,81,80,75,75,74,82,83,69,69,83,72,77,74,5,5,5,〇,,,,〇,,,,,,,,,,,〇,,,,,
138,エンゾグビア,SMF,OMF,CMF,SB,,両,A,170,右,77,70,71,80,83,85,74,87,77,85,78,75,85,85,72,79,73,80,85,71,84,76,68,79,73,4,5,4,〇,,,,,,,,,,,,,,,,,,,,
139,メスト・エジル,OMF,ST,SMF,,,両,B,182,右,81,69,74,73,78,80,73,83,83,85,86,85,83,82,77,75,76,80,84,70,69,84,71,75,74,6,4,4,☆,〇,,,,〇,,☆,,,,,,,,☆,,,,,
140,ぺぺ,SMF,ST,WG,,,両,C,179,右,80,70,73,83,81,82,74,82,77,84,74,77,83,80,74,72,73,79,84,71,80,78,78,80,77,4,5,5,☆,,,〇,,,,,,☆,,,,,,,,,,,
141,ベナユン,OMF,ST,SMF,,,両,C,173,左,81,70,69,73,75,84,78,88,91,84,86,79,76,75,81,72,80,79,78,65,74,87,77,75,74,5,6,5,☆,〇,,,,,,〇,,,,,,〇,〇,☆,,,,,
142,ボウヤー,CMF,OMF,SMF,,,両,B,175,左,79,73,72,85,74,81,83,77,75,83,78,78,76,77,80,79,79,74,76,77,80,74,86,73,82,7,5,5,〇,,☆,,,,,☆,,,,,,〇,,,,,,,
143,ルケ,CF,WG,SMF,,,右,B,183,右,79,70,75,70,78,75,82,78,76,82,73,81,81,88,79,85,81,79,84,70,77,79,74,78,72,4,5,5,,,,,,,,,,,〇,,,,〇,,,,,,
144,ミュラー,ST,CF,OMF,SMF,,左,B,186,左,82,70,75,82,78,77,85,75,78,80,80,84,73,76,84,75,83,74,74,74,76,79,75,75,82,6,5,5,,,☆,〇,,☆,〇,☆,,〇,,,,〇,〇,,,,,,
145,サラジェタ,CF,ST,SMF,,,利,B,188,右,83,65,84,77,83,79,79,75,75,78,75,77,71,74,84,82,83,70,72,83,84,81,75,75,82,5,5,5,,,,〇,,,〇,〇,〇,〇,〇,,,〇,〇,,,,,,
146,アデバヨール,CF,ST,,,,,B,190,右,88,65,85,84,86,74,84,74,83,75,74,71,66,66,85,76,85,72,71,80,90,83,65,82,78,4,4,4,,〇,,〇,,,〇,〇,〇,〇,,,〇,,〇,,,,,,
147,ラサナ・ディアラ,CMF,DMF,SB,,,両,B,170,右,73,82,78,93,74,79,85,84,76,73,83,79,80,74,72,74,73,73,72,81,84,79,76,71,85,6,6,5,,,,,〇,〇,,,,,,,,,〇,〇,☆,☆,☆,〇,
148,エマヌエルソン,SMF,WG,CMF,WB,SB,左,B,176,左,76,71,70,87,83,83,76,86,76,88,79,77,83,84,72,74,71,77,83,74,78,79,71,81,72,5,4,4,〇,,,,〇,,,,,,,,,,,,,,,,
149,アドリアーノ・コヘイア,SMF,SB,,,,両,B,172,右,76,72,71,86,84,85,75,86,83,87,73,77,81,83,76,70,77,77,77,65,76,72,72,82,83,5,8,8,〇,,,〇,,,,,,〇,,〇,,,,,,,,,
150,ファン・マタ,WG,ST,SMF,,,右,B,170,右,83,69,70,76,79,84,78,86,79,87,75,75,75,75,83,74,83,77,83,74,73,82,71,80,76,5,4,4,☆,,,〇,,,〇,,,〇,,,,,,☆,,,,,
151,ジュリー,ST,WG,SMF,,,逆,B,164,右,85,69,68,72,72,82,89,83,77,85,80,78,80,77,84,73,84,73,75,65,69,76,86,85,85,4,6,6,〇,,,〇,,,〇,〇,,〇,,,,〇,,,,,,,
152,サロモン・カルー,ST,CF,WG,SMF,,両,C,184,右,83,65,74,73,86,86,79,78,84,82,73,68,80,83,78,74,79,82,83,75,81,83,65,83,70,4,5,5,,〇,,,,,,,,,,,,,,,,,,,
153,ピャニッチ,OMF,CMF,,,,,B,180,右,81,70,71,70,71,76,73,84,84,81,85,84,84,82,77,78,83,87,87,68,69,83,71,75,78,5,5,5,,〇,,〇,〇,〇,,,,〇,,,〇,,,〇,,,,,
154,アルベルト・リエラ,SMF,WG,,,,左,B,188,左,83,70,79,73,82,83,70,73,81,79,78,81,84,85,79,85,74,75,77,73,73,80,74,77,76,6,5,5,,〇,☆,〇,〇,☆,,,,〇,〇,〇,,,,,,,,,
155,コウデ,SMF,OMF,CMF,DMF,SB,右,A,180,右,82,70,76,79,81,74,71,75,77,78,83,80,86,81,78,83,79,76,75,70,78,83,78,78,77,4,5,5,,,,〇,〇,〇,,,,〇,〇,,,〇,〇,〇,,,,,
156,デンプシー,OMF,CF,ST,SMF,CMF,両,B,186,左,81,70,74,72,75,78,86,83,81,75,81,84,74,77,78,82,80,74,75,79,81,83,71,72,80,6,5,5,,〇,,,,〇,,,,,〇,,,,〇,,,,,,
157,エラーノ,OMF,SMF,CMF,,,両,B,174,右,81,72,72,84,75,78,78,80,79,74,84,83,83,77,77,82,77,79,81,71,73,80,72,72,85,5,5,5,,,,☆,〇,〇,,,,,〇,,,,〇,〇,,,☆,,
158,ヤヤ・トゥーレ,CMF,DMF,CB,,,,B,191,右,74,78,89,84,83,74,77,71,74,72,80,86,80,81,73,90,75,79,81,74,78,73,75,69,80,6,6,5,,,,,〇,〇,,,,,,,〇,,,,,,〇,〇,
159,クレスポ,CF,,,,,左,B,184,左,89,65,85,70,70,72,94,72,74,70,73,77,70,69,89,75,89,73,74,89,85,85,73,82,85,6,6,6,,,〇,〇,,,☆,〇,☆,〇,,,〇,,〇,,,,,,
160,エドゥアルド・ダ・シルヴァ,CF,ST,OMF,SMF,,逆,B,177,右,83,68,70,74,82,81,83,83,78,84,77,74,73,72,84,72,86,77,77,75,77,81,74,82,80,4,4,4,〇,,,〇,,,〇,〇,,〇,,,,,〇,,,,,,
161,リエジソン,CF,,,,,,C,175,左,85,65,70,74,74,82,93,89,77,78,69,66,66,65,85,75,82,81,74,81,85,77,81,92,80,6,6,5,,,☆,〇,,,〇,〇,,☆,,,〇,〇,,,,,,,
162,マルダ,SMF,ST,WG,CMF,,左,A,181,左,82,70,78,86,83,74,74,77,81,76,76,79,83,78,78,81,74,73,76,73,85,78,76,75,80,6,4,4,,☆,,〇,☆,,,,,〇,〇,,,〇,〇,,,,,,
163,マクスウェル,SB,SMF,CMF,WB,,利,C,175,右,76,71,71,83,84,90,74,84,78,86,77,74,77,84,74,82,74,75,77,72,69,79,75,77,82,6,5,5,〇,,,〇,,,,,,〇,〇,,,,〇,,,,,,
164,シオンコ,SMF,ST,WG,,,利,B,178,左,80,69,71,78,87,84,75,83,79,85,74,74,77,78,80,77,79,77,76,73,79,76,71,85,76,4,5,5,〇,,,〇,,,,,,〇,,,,,,,,,,,
165,マツザレム,CMF,OMF,DMF,,,,B,175,右,77,73,73,80,73,75,79,80,84,75,85,84,81,83,76,78,79,80,79,72,76,84,77,71,74,5,5,5,,〇,,,〇,〇,,,,,,,〇,〇,〇,〇,,,,,
166,フェルマーレン,SW,SB,CB,,,左,B,180,左,69,86,78,81,79,76,85,72,73,74,79,83,82,83,72,85,76,76,74,80,84,72,77,71,82,6,5,5,,,,☆,〇,〇,,,,,,,,,,,,〇,〇,〇,
167,マルケス,SW,DMF,CB,,,,C,182,左,69,86,82,76,69,69,83,70,69,68,83,83,85,87,73,85,73,79,79,86,91,73,82,73,82,4,4,4,,,,☆,☆,☆,,,,,,,,,,,〇,〇,〇,〇,
168,アルダ・トゥラン,SMF,ST,WG,OMF,,両,B,176,左,79,70,71,80,75,79,73,84,84,85,83,82,82,80,75,73,74,77,81,70,72,83,80,79,74,5,6,5,☆,〇,,,,〇,,☆,,,,,,〇,,〇,,,,,
169,ミシェウ・バストス,SMF,ST,WG,SB,,利,B,179,左,80,70,74,78,75,71,75,71,79,82,80,83,86,88,82,84,75,85,87,68,70,80,72,75,76,5,3,3,,,,〇,〇,〇,,,,〇,〇,,,,,,,,,,
170,ルイス・ヒメネス,OMF,ST,SMF,,,両,A,183,右,79,69,74,78,78,79,78,83,82,80,82,80,82,80,76,75,76,79,85,68,75,84,71,75,72,4,5,5,,〇,,,〇,,,,,,,,,,〇,〇,,,,,
171,ロマリク,CMF,OMF,DMF,,,,B,187,右,77,72,84,78,77,71,75,69,77,77,82,83,80,84,73,91,76,82,81,69,76,78,83,73,80,5,3,3,,,,,〇,〇,,,,,☆,,〇,,〇,〇,,,,,
172,レノン,SMF,WG,,,,両,B,165,右,79,69,70,77,94,97,76,97,78,97,74,73,75,79,73,69,74,73,77,65,69,73,72,89,72,5,4,4,☆,,,,,,,,,☆,,〇,,,,,,,,,
173,ヴァグネル・ラヴ,CF,ST,,,,,B,171,右,84,65,73,79,85,87,82,85,77,78,77,74,72,68,85,72,84,72,72,75,84,80,72,83,74,4,6,5,,,,,,,〇,〇,,,,,〇,,〇,,,,,,
174,マヌエウ・フェルナンデス,CMF,SMF,DMF,,,逆,C,176,右,75,72,76,84,75,78,79,80,83,76,79,82,76,80,75,87,75,80,86,67,80,82,73,72,72,4,7,6,,〇,,,,〇,,,,,〇,,,,,,,,,,〇
175,ヘスス・ナバス,SMF,WG,OMF,,,両,B,170,右,82,68,68,74,81,87,75,86,84,94,79,74,75,83,77,81,78,76,77,67,72,82,65,85,76,3,6,5,☆,〇,,〇,,,,,,〇,〇,,,,,☆,,,,,
176,オビンナ,CF,ST,WG,SMF,,右,B,178,右,79,65,77,74,91,90,71,84,80,92,78,82,71,73,75,84,81,73,72,74,90,74,65,83,65,3,5,5,〇,,,,,,,,〇,,〇,,,,,,,,,,
177,マルブランク,OMF,SMF,,,,両,B,170,右,81,71,75,72,75,87,76,88,86,86,85,82,81,71,77,72,73,80,75,70,73,86,69,84,67,4,5,4,〇,,,,〇,〇,,,,,,,,,〇,〇,,,,,
178,セサル・デルガド,SMF,ST,WG,OMF,,利,B,174,右,81,69,69,83,77,85,83,86,78,84,81,75,82,83,77,78,74,79,74,66,68,83,81,79,71,5,5,5,〇,,,,〇,,,,,,,,,〇,〇,,,,,,
179,イ・チョンヨン,SMF,WG,,,,両,B,180,右,81,69,73,85,79,79,83,79,76,81,80,83,78,81,82,73,79,80,73,71,69,76,71,77,84,5,5,5,,,,☆,,〇,,,,〇,,〇,,,,,,,☆,,
180,ニハト,ST,WG,OMF,SMF,,右,C,175,右,83,70,73,73,74,78,75,84,75,78,77,81,80,84,82,82,81,82,86,66,70,79,80,82,70,3,6,5,,,,,,,〇,〇,,,〇,,,〇,,,,,,,
181,トゥンジャイ・シャンル,ST,CF,OMF,SMF,,逆,C,182,左,81,70,75,83,76,84,84,83,78,75,74,71,73,72,83,77,84,73,73,78,76,81,80,82,74,5,7,7,,,☆,,,,〇,〇,,☆,,,,〇,〇,,☆,,,,
182,カヌーテ,CF,ST,,,,,B,192,右,86,69,87,70,80,71,76,72,81,73,71,72,68,65,85,84,87,80,81,78,87,84,72,80,78,3,5,5,,〇,,〇,,,〇,〇,〇,〇,〇,,〇,,,,,,,,
183,ネグレド,CF,,,,,,B,186,右,84,65,82,78,76,78,84,73,75,73,72,75,69,72,84,84,83,76,73,85,84,76,75,82,77,5,4,4,,,,☆,,,〇,〇,〇,☆,〇,,〇,〇,,,,,,,
184,マルキオンニ,SMF,ST,WG,WB,,両,B,175,右,79,70,71,85,85,84,74,84,79,86,75,75,81,77,75,70,75,75,78,71,76,80,74,80,83,6,5,5,〇,,☆,〇,,☆,,,,〇,,,,,〇,,,,,,
185,ナスリ,OMF,ST,SMF,,,両,B,177,右,81,69,74,79,77,81,74,86,86,86,85,78,77,72,76,74,78,80,80,70,75,85,68,75,72,4,6,6,☆,〇,,,,,,☆,,,,,,,〇,〇,,,,,
186,ペドロ・ロドリゲス,ST,WG,SMF,,,両,B,169,右,83,70,68,86,79,83,83,85,81,85,75,74,76,73,86,75,81,75,75,65,69,80,75,81,80,5,8,7,〇,,☆,〇,,,〇,☆,,〇,,,,〇,〇,,,,,,
187,ホルヘ・マルティネス,ST,CF,WG,OMF,SMF,両,B,181,右,82,65,77,75,76,80,81,76,78,80,79,84,75,80,79,78,78,79,79,77,82,79,72,81,72,5,5,6,,,,,,,〇,,〇,,,,,,〇,,,,,,〇
188,ゲラ,OMF,ST,WG,SMF,,両,B,183,右,80,65,73,75,71,80,83,83,82,80,80,79,78,71,80,74,82,75,78,79,81,83,74,78,77,5,6,5,,〇,,〇,,,,〇,,〇,,,,,〇,,,,,,
189,ルイス・エドゥ,ST,CF,OMF,SMF,,両,B,182,右,83,70,75,75,78,77,70,78,81,78,79,78,79,76,83,75,83,73,69,83,83,81,77,81,72,5,5,5,,〇,,,,,〇,〇,,,,,,〇,,,,,,,
190,ゴヴ,WG,ST,SMF,,,両,B,175,右,81,70,72,80,75,81,83,79,77,78,78,79,77,80,81,74,79,75,74,72,78,83,74,77,83,4,5,5,,,,〇,,,〇,〇,,〇,,,,,〇,,,,,,
191,ルイス・エドゥ,ST,CF,OMF,SMF,,両,B,182,右,83,70,75,75,78,77,70,78,81,77,79,78,79,76,83,75,83,73,69,83,83,81,77,81,72,5,5,5,,〇,,,,,〇,〇,,,,,,〇,,,,,,,
192,オアロー,CF,ST,,,,,B,192,右,87,65,82,77,70,68,90,67,83,84,78,75,68,67,88,72,88,77,71,84,71,83,79,75,87,5,5,5,〇,,,〇,,,〇,〇,〇,〇,,,〇,〇,,,,,,,
193,ペペ,CB,DMF,SB,,,右,B,186,右,69,87,83,79,83,80,86,81,73,79,73,83,80,80,73,76,76,72,71,81,89,73,71,70,74,5,4,4,,,,,,,,,,,,,,,,,〇,〇,,,
194,アリエル・イバガサ,OMF,CMF,,,,右,C,166,右,80,70,69,74,74,81,75,87,82,77,86,84,85,81,77,73,75,86,80,69,73,84,72,75,76,4,5,5,,〇,,〇,〇,〇,,,,〇,,,〇,,〇,〇,,,,,
195,クラニチャル,OMF,SMF,CMF,,,逆,B,185,右,81,69,77,73,75,75,75,75,83,76,85,88,85,83,75,85,79,80,83,67,69,83,71,72,74,5,6,6,,〇,,,〇,〇,,,,,〇,,,,,〇,,,,,
196,ハイティンハ,CB,DMF,SB,SW,,利,B,180,右,71,82,77,80,77,75,83,76,71,75,77,82,83,86,72,84,72,75,72,83,84,76,84,71,78,5,6,5,,,,,,,,,,,,,,,,,,,〇,〇,〇
197,ファン・ボメル,CMF,DMF,,,,,C,187,右,75,78,86,72,69,69,75,69,73,74,82,86,81,87,79,88,76,79,78,81,72,73,87,72,86,5,6,5,,,,,〇,〇,,,,,〇,,〇,〇,,,☆,☆,,〇,
198,トゥララン,DMF,CMF,SB,CB,,右,C,183,右,73,82,76,87,75,74,87,77,74,72,82,83,81,80,73,78,73,80,77,73,76,75,80,69,86,7,6,6,,,,,〇,〇,,,,,,,,,,,☆,,☆,〇,
199,ロイク・レミ,ST,CF,WG,SMF,,利,B,184,右,84,65,75,75,79,86,90,89,77,87,70,68,78,78,81,76,78,76,77,72,76,77,71,75,76,5,5,5,〇,,,〇,,,〇,,,〇,,,,,,,,,,,
200,レジェス,SMF,ST,WG,OMF,,右,B,178,右,81,68,72,74,79,75,76,75,81,82,81,86,76,82,80,82,79,81,83,71,72,83,70,83,67,4,5,5,,〇,☆,,,☆,,,,,〇,,,,,,,,,,
201,アマウリ,CF,ST,,,,,B,186,右,85,68,82,79,80,75,75,74,80,79,72,73,66,68,81,83,87,72,72,80,95,78,77,81,70,5,5,5,,,,,,,〇,〇,〇,,〇,,〇,〇,,,,,,,
202,マニシェ,CMF,DMF,,,,,C,173,右,77,72,74,89,76,78,83,81,74,74,79,83,77,82,77,86,78,72,73,70,77,75,76,75,84,7,5,5,,,,〇,,〇,,,,〇,☆,,〇,,,,,,,,
203,アクィラーニ,CMF,OMF,DMF,,,,C,186,左,77,72,76,83,73,72,75,74,82,74,85,84,84,75,76,87,74,82,84,72,70,83,73,75,80,4,7,6,,〇,,〇,〇,〇,,,,〇,〇,,〇,,,〇,,,,,
204,ガエターノ・ダゴスティーノ,DMF,OMF,,,,,C,182,左,79,72,75,74,71,72,75,76,81,72,87,83,90,82,76,75,74,89,90,70,70,83,75,70,78,6,5,4,,〇,,,☆,☆,,,,,,,〇,,,〇,,,,,
205,ウォルコット,WG,ST,SMF,,,両,C,170,右,80,68,69,71,97,94,79,93,78,94,72,83,73,74,76,71,76,71,73,67,79,76,71,83,71,3,4,4,☆,,☆,,,☆,,〇,,☆,,,,,,,,,,,
206,ヴァルブエナ,SMF,OMF,,,,両,C,167,右,76,69,69,85,77,89,77,89,85,84,73,73,78,78,80,71,79,84,81,65,69,80,69,75,79,5,5,5,〇,,,〇,,,,,,〇,,,,,,,,,,,
207,ゾコラ,DMF,CMF,SB,CB,,右,B,183,右,70,78,79,91,78,79,85,70,73,81,80,80,80,77,69,75,72,77,78,77,83,75,82,71,82,6,5,5,,,,,〇,〇,,,,,,,,,,,,〇,〇,〇,
208,パッラディーノ,ST,WG,OMF,SMF,,両,B,179,右,82,65,72,74,79,85,73,81,85,81,84,76,83,74,77,71,75,80,83,72,75,85,72,80,72,4,5,5,☆,〇,,,,,,,,,,,,,☆,〇,,,,,
209,ハーグリーブス,DMF,SMF,CMF,WB,SB,両,B,180,右,74,77,74,88,81,73,76,75,74,75,79,78,86,83,72,79,73,85,87,70,70,77,76,71,90,3,7,7,,,,,〇,,,,,,,,,,〇,,,,,,
210,ニウマール,CF,ST,WG,SMF,,両,B,180,右,86,65,74,71,86,87,82,84,81,85,73,71,73,74,83,75,81,72,73,78,78,81,74,78,72,5,6,6,〇,,,☆,,,〇,〇,,☆,,,,,〇,,,,,,
211,アレハンドロ・ドミンゲス,OMF,ST,,,,左,B,175,右,79,68,72,76,77,83,73,81,82,84,84,76,81,80,79,80,74,86,86,67,68,84,71,73,72,5,5,5,〇,,,,〇,,,,,,〇,,〇,,,〇,,,,,
212,イヴァン・ユリッチ,CMF,OMF,SMF,WB,DMF,利,B,176,右,75,76,72,86,75,79,76,81,77,78,81,84,82,77,72,77,75,79,83,70,70,78,85,71,83,7,4,4,,,,,〇,〇,,,,,,,,,〇,〇,,,,,
213,プジョル,CB,SB,,,,両,B,178,左,67,93,81,79,77,84,94,84,71,76,72,73,72,71,69,75,72,70,69,78,91,71,95,70,85,8,5,4,,,,,,,,,,,,,,,,,〇,〇,〇,〇,
214,カバーニ,CF,ST,WG,SMF,,両,B,184,右,83,70,81,82,81,79,82,74,75,76,73,75,73,78,81,79,84,73,74,75,81,73,75,82,74,5,5,6,,,,,,,〇,〇,〇,,,,,〇,,,☆,,,,
215,クリスティアン・ロドリゲス,WG,OMF,SMF,,,利,B,178,右,79,70,80,92,78,86,74,80,78,87,75,77,73,77,76,81,73,77,77,65,70,77,81,80,70,4,5,5,〇,,,☆,,,,,,,〇,,,〇,,,,,☆,,
216,カリュー,CF,ST,WG,SMF,,両,B,193,右,84,69,89,81,81,77,75,72,77,87,75,75,73,76,77,85,83,77,72,74,69,81,70,73,80,4,5,5,〇,,,,,,,,〇,,〇,,,,〇,,,,,,
217,バベル,ST,CF,WG,SMF,,左,B,183,左,82,69,79,70,88,86,83,80,84,85,71,71,66,65,76,87,86,72,69,78,85,81,69,85,65,3,5,5,☆,〇,,,,,,☆,〇,,〇,,,,〇,,,,,,
218,エデルソン,SMF,WG,OMF,,,両,B,181,右,80,70,71,73,76,83,73,83,81,77,81,84,78,82,82,74,82,82,77,71,78,81,69,72,74,5,5,6,☆,〇,,,,〇,,,,,,,,,☆,〇,,,,,
219,カベナギ,CF,,,,,,B,181,右,82,65,74,73,69,74,88,79,77,74,80,83,72,70,85,75,87,80,76,79,75,77,79,81,76,3,6,5,,,,〇,,〇,〇,〇,,〇,,,〇,〇,〇,,,,,,
220,ジルコフ,SMF,WG,CMF,WB,SB,左,B,178,左,77,72,72,83,85,83,71,79,83,83,74,79,79,81,72,79,72,77,80,72,72,84,70,75,82,6,5,5,,〇,,〇,,,,,,〇,,,,,〇,,,,,,
221,コッス,OMF,SMF,DMF,,,両,B,171,右,78,70,69,81,75,79,75,85,84,76,87,80,88,77,74,70,75,80,86,68,70,85,75,73,78,5,5,5,,〇,,,〇,〇,,,,,,,,,〇,〇,,,,,
